order_id,user_id,order_date,status,total_amount
5222,3873,2023-12-28T19:00:24,completed,433.46
5223,4664,2025-02-03T04:56:03,completed,987.1
5224,4411,2025-02-28T22:04:49,completed,243.78
5225,1812,2025-01-16T03:12:27,completed,450.75
5226,279,2025-07-20T05:39:13,completed,330.01
5227,247,2025-05-10T18:43:03,completed,1382.55
5228,629,2024-06-23T17:25:02,completed,1329.73
5229,4842,2024-05-28T20:41:31,completed,666.95
5230,1884,2024-10-27T02:56:38,completed,543.08
5231,4749,2025-03-26T09:35:47,completed,352.05
5232,439,2025-03-15T03:44:57,completed,936.53
5233,4277,2025-01-22T00:50:49,completed,1269.49
5234,3629,2024-07-09T11:35:13,completed,878.23
5235,1182,2025-07-28T14:34:42,completed,15.19
5236,3335,2025-01-25T19:36:07,completed,74.33
5237,4328,2025-10-02T10:01:44,completed,361.02
5238,1412,2023-12-10T17:14:59,completed,282.27
5239,4827,2024-03-30T03:30:12,completed,81.41
5240,1146,2024-03-05T16:59:34,completed,1379.57
5241,3809,2025-10-21T03:15:54,completed,399.74
5242,3624,2025-11-10T15:34:22,returned,898.58
5243,1058,2023-12-27T12:18:37,completed,467.28
5244,546,2025-09-19T01:18:03,completed,345.4
5245,1177,2024-08-11T03:58:09,completed,19.44
5246,2680,2025-08-09T06:51:56,completed,267.22
5247,2725,2023-12-24T12:02:09,completed,535.68
5248,1925,2025-03-12T05:00:37,completed,590.85
5249,1039,2025-05-18T11:50:59,completed,894.13
5250,2552,2025-06-16T21:18:15,completed,712.78
5251,2400,2024-05-24T15:39:13,completed,331.93
5252,652,2025-04-25T14:18:30,completed,371.89
5253,4588,2025-09-11T23:30:17,returned,456.06
5254,4013,2025-01-22T08:45:49,completed,1445.55
5255,2309,2024-10-29T14:24:21,completed,456.51
5256,17,2025-06-08T18:32:31,completed,1138.68
5257,4876,2025-03-06T19:34:17,completed,204.17
5258,794,2025-06-06T21:05:48,completed,277.56
5259,3448,2025-05-18T04:38:19,completed,279.77
5260,1061,2024-06-09T22:36:16,completed,591.15
5261,4455,2024-12-26T05:47:14,completed,507.16
5262,4408,2024-07-11T20:41:42,completed,1066.23
5263,4444,2025-04-14T18:23:37,completed,1064.49
5264,3101,2024-03-08T03:02:37,cancelled,39.2
5265,556,2024-07-16T17:34:12,returned,1124.89
5266,1268,2025-10-13T14:42:58,completed,426.73
5267,2510,2025-03-12T13:02:48,completed,566.0
5268,2207,2024-08-16T11:27:48,completed,74.69
5269,1882,2025-09-15T08:59:53,cancelled,177.48
5270,1217,2025-06-21T09:11:55,completed,218.18
5271,3561,2025-03-15T18:04:44,completed,455.58
5272,4000,2024-12-30T00:05:37,completed,207.64
5273,2228,2025-01-31T02:38:17,completed,1331.44
5274,2439,2025-03-31T02:55:04,completed,82.63
5275,346,2024-01-18T10:32:22,completed,342.7
5276,786,2025-04-13T21:53:24,completed,2103.07
5277,2763,2024-02-01T10:01:31,completed,295.52
5278,352,2024-07-05T09:56:26,completed,278.55
5279,4234,2024-08-23T12:19:28,returned,980.26
5280,4041,2024-11-13T03:14:15,completed,1356.66
5281,2637,2025-03-28T10:36:06,completed,1495.96
5282,3061,2025-01-25T00:19:55,completed,275.88
5283,3477,2024-12-26T09:01:29,completed,740.11
5284,3115,2024-11-17T19:29:31,completed,324.53
5285,2339,2025-08-18T12:13:06,completed,480.74
5286,3674,2025-07-03T14:47:38,cancelled,30.06
5287,2946,2025-11-06T05:55:37,completed,839.26
5288,4364,2023-12-25T23:14:21,completed,449.46
5289,446,2025-05-21T04:51:14,cancelled,336.33
5290,4942,2025-04-19T18:51:29,completed,244.81
5291,2188,2024-11-05T00:17:04,completed,254.92
5292,2164,2024-02-07T08:39:40,completed,101.4
5293,2589,2024-08-31T09:41:33,completed,128.35
5294,3545,2025-11-14T13:57:38,returned,732.11
5295,2949,2024-04-15T05:28:44,completed,280.94
5296,3148,2024-05-28T21:50:34,completed,1146.87
5297,2191,2025-10-23T11:33:09,returned,203.42
5298,4180,2025-01-23T16:12:14,completed,174.99
5299,2140,2024-10-05T03:14:57,completed,146.43
5300,4176,2024-11-09T19:22:08,completed,256.82
5301,2358,2024-09-26T11:15:54,completed,159.13
5302,289,2024-12-03T03:01:28,completed,414.54
5303,868,2024-04-28T09:23:01,completed,64.71
5304,4382,2025-01-20T00:36:42,completed,939.1
5305,2017,2025-07-17T13:05:16,completed,1227.03
5306,714,2025-04-21T06:09:44,completed,191.83
5307,3775,2024-04-21T05:22:00,completed,1436.78
5308,4258,2023-12-18T12:37:31,completed,346.68
5309,3405,2025-11-22T13:07:39,completed,320.16
5310,2505,2025-03-20T07:11:06,completed,293.24
5311,4143,2024-11-13T05:53:56,completed,461.65
5312,3937,2024-06-28T16:23:48,completed,264.14
5313,457,2024-09-18T15:57:31,completed,319.07
5314,1332,2025-07-26T04:45:51,completed,1240.58
5315,3440,2024-01-27T17:45:43,completed,35.75
5316,4355,2025-03-19T02:07:46,completed,271.19
5317,3620,2024-01-16T11:15:42,completed,103.14
5318,1398,2025-06-08T22:38:21,completed,124.68
5319,1718,2025-03-29T19:16:57,completed,292.85
5320,2516,2025-04-26T16:00:28,completed,239.42
5321,3030,2024-11-20T13:07:09,completed,177.03
5322,4096,2024-12-16T13:27:38,completed,1219.29
5323,3812,2025-03-16T07:09:52,completed,290.16
5324,1029,2025-01-14T12:45:55,completed,32.08
5325,1684,2024-12-14T16:13:00,completed,207.63
5326,609,2024-09-21T19:00:39,completed,244.87
5327,1904,2025-01-22T03:04:05,completed,210.48
5328,1487,2024-03-23T14:32:43,completed,1670.6
5329,4058,2025-09-23T19:58:10,completed,361.94
5330,723,2025-03-26T13:24:14,completed,248.45
5331,1622,2025-02-16T11:04:32,completed,955.35
5332,1161,2025-11-08T02:39:28,completed,1438.79
5333,3323,2024-11-01T04:10:40,completed,918.0
5334,4029,2024-12-25T00:47:11,completed,490.2
5335,1848,2024-12-18T08:51:16,completed,257.01
5336,4834,2025-06-08T06:26:24,completed,442.07
5337,4619,2025-09-14T21:21:40,completed,282.47
5338,359,2024-03-26T17:04:41,completed,1016.57
5339,28,2025-09-08T07:32:18,completed,1137.75
5340,2578,2025-09-06T00:25:03,completed,391.98
5341,4226,2024-03-07T17:42:39,completed,526.01
5342,4840,2024-08-02T19:17:18,completed,111.93
5343,1968,2025-01-02T01:00:15,completed,56.99
5344,305,2025-02-18T04:17:58,completed,872.41
5345,745,2024-04-28T12:27:23,completed,1576.6
5346,989,2024-12-15T18:59:07,completed,599.62
5347,4872,2025-07-02T12:30:41,completed,347.22
5348,457,2023-12-27T19:36:50,completed,469.43
5349,1404,2025-08-03T04:23:55,completed,416.5
5350,786,2025-04-10T19:58:30,completed,304.06
5351,3119,2025-01-14T11:42:34,completed,476.01
5352,459,2024-08-01T08:34:13,completed,600.12
5353,3722,2025-05-10T13:08:19,completed,489.77
5354,2016,2025-01-08T11:09:59,completed,474.47
5355,1000,2023-11-28T16:05:30,completed,172.22
5356,565,2024-10-02T18:12:46,completed,742.33
5357,3691,2025-04-11T00:31:12,completed,347.15
5358,1592,2024-04-20T19:36:04,cancelled,299.03
5359,1358,2025-05-11T03:36:15,completed,204.82
5360,678,2025-03-27T18:27:51,completed,123.25
5361,4759,2025-08-04T15:23:34,completed,878.68
5362,786,2024-05-30T14:52:01,returned,462.6
5363,1520,2024-09-09T12:35:56,completed,224.17
5364,216,2024-01-07T10:51:11,completed,1002.26
5365,284,2025-05-21T08:58:43,completed,1376.62
5366,2802,2024-06-24T08:30:42,completed,498.63
5367,4772,2025-10-14T00:34:59,completed,1309.37
5368,4746,2023-12-21T09:13:23,completed,287.34
5369,485,2025-04-26T13:43:55,completed,1521.22
5370,4568,2025-10-23T02:37:02,completed,760.83
5371,2868,2025-10-02T04:37:13,completed,806.64
5372,339,2024-09-03T01:26:05,completed,1285.88
5373,6,2025-07-07T00:40:51,completed,187.65
5374,2165,2024-09-26T04:53:39,completed,35.74
5375,3015,2024-09-19T01:06:35,completed,40.49
5376,3464,2025-06-15T08:59:14,completed,17.95
5377,4667,2025-03-23T08:56:08,completed,729.81
5378,2662,2024-08-11T22:31:22,completed,464.85
5379,1702,2025-05-13T16:37:49,completed,273.82
5380,982,2024-11-16T20:11:25,completed,417.14
5381,2028,2025-02-12T06:25:27,completed,371.5
5382,640,2023-12-27T22:08:48,completed,430.66
5383,3292,2023-12-21T22:57:01,completed,35.56
5384,3591,2025-05-03T21:43:39,completed,496.02
5385,3824,2024-03-04T02:48:15,returned,391.75
5386,1108,2024-04-06T14:08:16,completed,161.76
5387,1056,2024-07-02T07:57:21,completed,427.08
5388,570,2025-10-27T00:45:23,completed,262.8
5389,2404,2025-01-21T23:12:54,cancelled,302.47
5390,134,2024-04-12T19:02:11,completed,94.74
5391,602,2025-07-24T17:55:34,completed,484.04
5392,615,2025-06-29T23:09:00,completed,48.64
5393,4278,2024-08-20T07:00:08,completed,12.63
5394,3528,2025-09-20T07:17:50,completed,531.36
5395,2721,2024-09-14T01:37:15,completed,70.14
5396,3751,2024-06-23T13:46:53,completed,601.5
5397,1001,2024-06-10T06:42:10,completed,607.0
5398,293,2024-04-17T22:58:47,completed,1342.29
5399,1531,2025-11-22T19:12:50,cancelled,45.68
5400,1639,2025-01-07T20:13:05,completed,76.79
5401,261,2024-09-28T13:10:16,completed,1624.04
5402,2602,2024-11-19T23:41:40,completed,54.07
5403,123,2025-03-03T05:17:59,cancelled,122.59
5404,610,2024-09-29T05:49:48,completed,708.12
5405,2203,2024-04-28T11:35:33,completed,255.01
5406,1350,2024-03-16T04:16:47,completed,548.51
5407,4267,2024-08-28T08:39:25,completed,1302.62
5408,2441,2025-08-31T02:22:35,completed,402.61
5409,3552,2025-08-22T08:48:48,completed,459.01
5410,1112,2025-03-17T00:58:34,completed,14.52
5411,3491,2024-07-13T15:30:02,completed,195.78
5412,3759,2024-04-20T09:22:49,completed,445.93
5413,2060,2025-04-06T22:41:08,cancelled,182.46
5414,1794,2024-06-06T17:18:28,completed,221.55
5415,3542,2025-04-03T13:33:17,completed,930.88
5416,4831,2024-03-10T13:00:48,completed,193.77
5417,3287,2025-05-12T01:43:44,completed,1440.49
5418,164,2025-01-14T22:11:39,completed,372.43
5419,1479,2025-06-24T10:34:03,completed,632.68
5420,3420,2025-02-17T14:17:54,completed,798.19
5421,3313,2025-09-15T20:19:27,completed,173.48
5422,163,2024-06-24T07:07:06,completed,461.12
5423,4985,2025-08-02T09:53:22,completed,97.48
5424,393,2024-09-27T03:50:25,completed,357.96
5425,3038,2025-09-03T01:57:30,completed,544.82
5426,3215,2025-10-01T02:14:58,completed,377.04
5427,4788,2024-05-18T17:56:37,completed,63.24
5428,4135,2025-10-01T00:44:39,completed,825.67
5429,768,2024-04-27T06:53:43,completed,153.96
5430,975,2025-01-25T09:27:38,completed,484.68
5431,333,2025-10-28T09:24:00,completed,513.71
5432,2904,2025-11-14T16:13:53,completed,752.24
5433,4579,2025-02-14T21:49:23,completed,528.76
5434,3009,2025-11-23T00:54:29,completed,1240.59
5435,4046,2024-02-16T05:51:38,completed,261.47
5436,1400,2024-08-18T09:24:59,completed,35.52
5437,4036,2024-10-07T15:47:29,completed,1280.38
5438,3318,2024-04-03T20:55:41,completed,581.3
5439,2897,2024-06-17T16:13:06,completed,251.85
5440,3247,2024-01-28T23:52:10,completed,115.58
5441,4834,2025-05-12T19:19:13,completed,945.19
5442,1384,2025-05-09T17:52:39,returned,609.97
5443,309,2025-11-08T15:18:45,completed,528.0
5444,2477,2024-08-08T20:01:38,completed,75.35
5445,746,2024-04-21T02:23:53,completed,405.11
5446,2050,2025-01-15T04:28:44,completed,240.87
5447,1559,2025-07-11T15:14:38,completed,908.42
5448,3615,2024-08-16T14:34:34,cancelled,312.14
5449,508,2025-06-11T06:47:20,completed,236.58
5450,2507,2025-11-21T04:37:52,completed,401.17
5451,107,2024-12-07T13:18:23,completed,1170.66
5452,643,2024-04-14T08:09:30,completed,384.96
5453,38,2025-11-07T01:13:23,completed,1341.05
5454,1312,2024-08-20T20:24:32,completed,366.92
5455,1072,2024-09-25T08:48:03,completed,352.71
5456,341,2024-04-06T09:39:28,completed,13.79
5457,1906,2025-02-17T02:56:10,completed,453.06
5458,2079,2024-04-09T15:32:19,completed,494.7
5459,4957,2024-10-06T16:29:46,completed,323.15
5460,1650,2025-02-27T17:57:37,completed,495.31
5461,348,2024-05-18T07:47:01,completed,251.04
5462,1851,2025-10-02T14:48:47,cancelled,79.74
5463,4966,2025-05-20T16:07:40,completed,285.12
5464,4065,2024-05-18T19:18:35,completed,453.56
5465,2520,2024-08-20T19:55:52,completed,315.42
5466,4312,2025-01-12T14:58:30,completed,413.91
5467,488,2025-03-14T08:39:58,completed,231.67
5468,2629,2025-07-27T07:30:28,completed,815.86
5469,489,2025-05-14T08:00:38,completed,498.73
5470,557,2024-09-10T14:09:20,completed,1676.93
5471,2255,2024-02-15T13:25:15,completed,691.77
5472,4471,2024-05-19T19:13:50,completed,342.19
5473,4059,2025-09-26T11:50:34,completed,435.85
5474,3204,2025-11-26T22:55:07,completed,299.76
5475,2512,2024-12-24T00:06:02,completed,850.1
5476,1657,2024-02-18T15:47:53,cancelled,723.35
5477,4562,2025-02-05T01:48:21,completed,71.36
5478,2439,2025-06-02T02:43:03,cancelled,61.67
5479,1584,2024-09-27T00:44:42,completed,678.32
5480,3536,2024-09-09T22:51:40,cancelled,382.66
5481,2966,2024-09-07T06:58:24,completed,338.73
5482,2118,2023-12-18T02:12:43,completed,562.03
5483,2960,2025-04-12T18:51:41,completed,316.05
5484,1389,2024-12-12T11:17:33,completed,21.65
5485,2106,2025-01-04T05:32:16,completed,438.78
5486,1646,2024-06-19T07:45:20,completed,859.66
5487,1967,2024-09-23T04:39:09,completed,435.95
5488,3693,2025-09-18T11:18:57,completed,1703.57
5489,3819,2025-02-04T02:31:48,completed,437.06
5490,1448,2024-08-06T02:42:07,completed,771.7
5491,4388,2023-12-10T07:17:52,completed,195.69
5492,4571,2025-03-15T20:56:51,completed,103.68
5493,2089,2024-08-03T01:20:58,cancelled,403.58
5494,849,2025-07-07T08:31:28,completed,392.11
5495,4400,2024-12-11T00:33:00,completed,566.85
5496,4322,2025-07-20T13:42:48,completed,321.7
5497,1766,2025-05-09T09:55:43,cancelled,215.46
5498,986,2024-07-08T07:38:14,completed,310.58
5499,4470,2025-08-29T20:25:50,completed,440.55
5500,3222,2024-06-18T10:27:39,completed,1110.0
5501,1032,2024-05-20T07:24:16,completed,556.52
5502,3605,2023-12-04T01:36:22,completed,558.82
5503,2944,2024-04-26T23:17:05,completed,347.47
5504,1576,2024-07-23T07:41:14,cancelled,1117.37
5505,2343,2025-03-30T01:02:18,completed,571.18
5506,928,2025-03-26T04:48:40,completed,303.81
5507,16,2024-02-29T08:26:11,completed,216.58
5508,4963,2025-10-09T22:20:08,completed,947.36
5509,2425,2025-05-05T18:45:18,completed,961.38
5510,2006,2025-10-22T10:46:46,completed,847.28
5511,3696,2024-12-30T02:02:34,completed,822.27
5512,1905,2025-08-29T10:29:13,completed,546.94
5513,1529,2025-02-18T07:17:16,completed,1232.13
5514,4181,2024-01-25T00:50:56,completed,679.37
5515,2461,2025-11-16T15:43:09,returned,512.68
5516,960,2025-09-04T16:53:44,completed,70.48
5517,3380,2024-02-24T02:01:53,completed,34.81
5518,1152,2025-11-06T23:51:14,completed,432.57
5519,626,2024-12-05T22:25:48,completed,795.91
5520,411,2025-03-07T10:04:38,completed,322.97
5521,1101,2024-12-08T06:56:45,completed,258.24
5522,4851,2024-04-04T04:15:39,completed,599.86
5523,336,2024-01-03T13:58:42,completed,784.97
5524,3561,2024-04-30T20:16:22,completed,268.79
5525,253,2025-01-06T06:08:49,completed,743.08
5526,1969,2025-09-05T04:35:28,completed,394.99
5527,1066,2025-05-28T12:11:23,completed,980.17
5528,387,2024-08-13T06:55:31,completed,247.6
5529,3411,2025-02-22T04:43:31,completed,885.66
5530,1672,2024-05-29T11:34:59,completed,1336.44
5531,611,2024-06-24T04:54:21,completed,173.46
5532,1776,2025-08-05T10:53:47,returned,109.05
5533,2453,2023-12-27T10:29:28,completed,482.08
5534,4780,2024-02-02T23:14:03,completed,1692.62
5535,2818,2025-09-09T11:49:57,cancelled,924.32
5536,4420,2024-09-06T01:30:36,completed,488.03
5537,2644,2024-05-09T10:02:13,completed,1368.08
5538,2370,2024-09-29T14:28:29,completed,266.0
5539,3248,2024-07-24T01:36:15,completed,314.11
5540,2952,2024-02-04T16:11:27,completed,1908.21
5541,115,2024-08-06T18:54:47,completed,751.81
5542,4423,2024-07-13T05:55:16,completed,306.33
5543,4460,2024-11-14T13:02:09,completed,107.04
5544,677,2024-02-19T16:15:20,completed,207.71
5545,2506,2024-08-07T23:16:56,completed,262.65
5546,4516,2025-08-31T23:27:30,completed,298.3
5547,964,2024-08-08T17:53:32,cancelled,279.01
5548,1989,2024-05-03T06:58:53,completed,800.91
5549,2932,2024-02-19T10:39:20,completed,1300.23
5550,4148,2024-05-14T09:31:41,cancelled,340.8
5551,1356,2025-06-16T08:10:29,completed,203.0
5552,4621,2024-04-10T22:20:35,completed,616.04
5553,1059,2024-09-07T12:40:33,completed,404.12
5554,898,2025-03-23T05:57:35,completed,609.02
5555,1111,2025-10-16T09:58:08,cancelled,197.06
5556,3383,2024-05-12T17:51:15,returned,352.83
5557,495,2025-08-24T03:55:00,completed,488.68
5558,188,2024-10-18T23:37:54,completed,490.96
5559,3197,2024-12-01T18:28:49,completed,815.46
5560,2518,2025-06-15T11:50:26,completed,439.62
5561,4681,2025-09-15T04:08:56,completed,8.67
5562,2215,2025-01-08T13:44:21,completed,947.02
5563,703,2024-02-11T19:08:38,completed,476.98
5564,1002,2024-05-31T03:18:16,cancelled,691.58
5565,4691,2025-08-09T14:40:10,completed,471.6
5566,3016,2024-10-24T05:45:57,completed,74.58
5567,787,2024-11-09T14:39:56,completed,389.56
5568,3929,2025-09-19T14:06:18,cancelled,954.3
5569,3760,2024-07-31T15:09:59,returned,325.69
5570,2153,2024-01-02T17:30:59,completed,520.54
5571,912,2023-12-10T15:12:29,returned,382.21
5572,3111,2025-03-24T07:53:42,completed,442.44
5573,2299,2024-06-21T13:54:36,completed,109.41
5574,2308,2025-09-15T17:45:04,completed,468.48
5575,228,2024-03-23T10:14:49,cancelled,146.72
5576,1091,2025-05-22T15:15:27,completed,1229.71
5577,3686,2025-09-29T10:50:27,completed,325.74
5578,2505,2025-04-10T20:05:39,completed,694.08
5579,2376,2025-08-12T09:22:59,completed,354.74
5580,1557,2024-02-20T21:44:51,completed,448.46
5581,869,2024-07-05T08:18:59,completed,474.66
5582,2918,2025-07-18T01:14:36,completed,442.76
5583,3962,2025-08-04T16:18:24,completed,994.23
5584,2495,2024-02-03T20:14:26,completed,125.46
5585,3327,2023-12-25T11:55:06,completed,927.11
5586,325,2025-07-23T03:47:52,completed,584.24
5587,557,2024-08-29T00:18:28,completed,229.56
5588,1966,2024-04-13T21:27:41,completed,801.46
5589,3304,2024-11-16T20:08:39,completed,1328.4
5590,4758,2024-09-20T14:15:56,completed,325.24
5591,4071,2025-03-20T09:43:05,completed,324.84
5592,3765,2025-01-12T05:07:02,completed,502.74
5593,2115,2024-03-01T22:23:19,completed,246.24
5594,2134,2025-05-21T19:44:21,completed,575.33
5595,3193,2025-03-01T18:37:29,completed,201.63
5596,3757,2025-01-07T22:45:20,completed,265.41
5597,4013,2024-11-29T11:09:16,completed,955.35
5598,2390,2025-02-06T06:44:19,completed,493.9
5599,839,2024-01-13T21:01:22,completed,308.27
5600,1750,2025-03-12T03:14:37,completed,358.38
5601,3590,2025-06-19T02:42:41,completed,749.81
5602,453,2025-09-06T15:46:45,completed,211.12
5603,2148,2024-03-09T09:43:53,completed,91.83
5604,1503,2025-07-08T17:38:54,completed,67.95
5605,429,2024-12-03T10:42:43,completed,170.96
5606,857,2023-12-03T09:16:48,completed,163.75
5607,3306,2024-06-26T04:24:31,completed,111.93
5608,2522,2024-09-03T13:09:59,completed,103.24
5609,2397,2024-03-07T23:05:11,cancelled,173.53
5610,506,2024-05-28T16:47:28,cancelled,557.02
5611,275,2025-09-14T06:16:43,completed,1106.13
5612,2806,2024-12-31T14:18:39,completed,307.92
5613,2846,2025-01-10T07:50:13,completed,433.5
5614,2878,2025-02-03T10:07:26,completed,81.46
5615,224,2025-09-23T09:20:13,completed,645.84
5616,2437,2025-07-15T21:32:33,completed,447.1
5617,3820,2024-08-24T16:58:27,completed,265.5
5618,3526,2024-10-05T13:19:15,completed,109.84
5619,1460,2024-04-02T14:30:18,completed,224.82
5620,371,2025-10-19T14:08:40,cancelled,236.06
5621,4895,2024-03-13T10:57:11,completed,721.41
5622,3211,2025-11-23T12:47:42,returned,521.07
5623,4227,2024-08-11T04:11:07,completed,328.19
5624,1411,2025-02-03T02:42:01,completed,115.15
5625,1347,2025-08-17T14:33:58,completed,146.83
5626,4295,2025-11-06T05:26:41,completed,135.65
5627,4508,2025-08-17T20:02:39,completed,142.98
5628,899,2025-07-22T18:57:03,cancelled,522.3
5629,3827,2024-10-25T17:12:57,completed,32.57
5630,990,2024-10-16T08:14:23,completed,195.84
5631,286,2024-01-12T11:58:06,completed,862.88
5632,3005,2024-08-06T04:10:16,completed,399.12
5633,1626,2025-09-29T06:39:27,completed,937.36
5634,1380,2025-07-20T12:15:54,completed,422.22
5635,2200,2025-02-23T10:22:05,completed,1190.5
5636,1928,2024-12-25T12:36:14,completed,40.28
5637,946,2024-10-15T21:36:22,completed,177.08
5638,1404,2025-08-04T13:20:56,completed,205.68
5639,2386,2025-07-06T00:52:23,cancelled,886.27
5640,580,2024-11-11T12:23:21,completed,464.8
5641,710,2025-01-19T17:59:25,completed,336.6
5642,2983,2024-11-05T15:07:18,completed,2067.61
5643,2316,2024-07-02T06:51:22,completed,477.18
5644,1788,2024-07-17T03:07:52,completed,844.15
5645,3134,2025-09-28T03:46:54,completed,296.48
5646,3417,2024-04-06T07:59:24,completed,75.84
5647,2987,2024-03-14T12:28:43,completed,12.8
5648,3854,2024-12-14T20:42:12,completed,720.14
5649,914,2025-05-29T14:34:38,completed,503.84
5650,4660,2024-08-16T14:37:28,completed,494.73
5651,4124,2024-12-28T10:51:42,completed,700.85
5652,3238,2024-08-16T03:20:34,completed,860.38
5653,2832,2025-06-25T13:26:11,completed,460.48
5654,4106,2025-10-21T21:48:07,completed,436.97
5655,1703,2025-05-01T00:49:12,completed,205.88
5656,3965,2024-07-02T08:16:00,completed,399.64
5657,3968,2025-01-21T15:22:26,completed,1459.76
5658,1537,2025-04-02T04:26:10,completed,261.06
5659,792,2024-08-17T21:18:07,completed,995.89
5660,3269,2025-06-19T09:54:26,completed,1717.59
5661,2652,2025-02-27T02:59:27,completed,644.09
5662,766,2024-10-20T21:52:45,completed,6.89
5663,1271,2024-09-05T15:55:47,completed,270.98
5664,3274,2025-08-07T21:38:04,completed,468.94
5665,3545,2025-10-01T10:05:38,completed,1148.64
5666,3445,2024-07-31T15:17:52,completed,377.36
5667,617,2025-07-31T21:57:42,cancelled,224.2
5668,504,2025-06-03T17:08:05,completed,156.64
5669,4697,2025-09-11T20:00:31,completed,242.16
5670,38,2025-03-18T19:06:47,completed,81.76
5671,4974,2024-07-08T21:12:21,completed,251.24
5672,3846,2024-04-14T05:51:24,completed,231.09
5673,883,2024-12-22T02:25:40,completed,924.35
5674,4722,2024-03-07T06:41:59,completed,229.58
5675,827,2024-07-21T16:57:27,completed,122.02
5676,4584,2025-03-19T08:48:32,completed,239.61
5677,200,2025-11-04T08:35:30,completed,482.81
5678,2604,2024-02-28T07:49:47,completed,979.83
5679,4960,2024-01-31T14:42:29,completed,1149.0
5680,2140,2025-08-20T04:27:20,completed,866.7
5681,1730,2025-05-19T13:42:17,completed,576.12
5682,4461,2024-10-25T16:23:11,completed,202.04
5683,4419,2024-08-12T06:18:44,completed,443.03
5684,3776,2023-12-17T21:17:58,completed,1470.45
5685,4622,2024-03-12T21:26:51,completed,92.12
5686,2404,2025-11-21T12:20:15,completed,128.16
5687,3427,2025-09-19T03:55:24,completed,219.64
5688,1828,2023-12-03T00:32:16,completed,543.92
5689,1975,2025-10-13T14:41:40,completed,635.14
5690,1041,2023-12-28T18:23:55,completed,377.68
5691,3071,2023-12-31T11:08:07,cancelled,550.55
5692,4,2024-03-28T06:52:45,completed,493.7
5693,3492,2025-08-11T19:11:46,completed,279.53
5694,1391,2024-07-23T11:49:28,completed,972.63
5695,3636,2024-09-12T11:51:32,completed,923.82
5696,959,2025-04-07T14:47:18,completed,439.13
5697,3712,2024-05-24T11:26:48,returned,419.77
5698,3560,2025-02-25T13:53:48,completed,1207.05
5699,3818,2025-04-13T23:10:54,completed,222.8
5700,4825,2025-10-10T10:35:43,completed,181.11
5701,507,2024-05-26T10:21:06,completed,32.83
5702,4174,2024-01-23T16:00:45,completed,97.09
5703,950,2024-05-29T19:06:00,cancelled,737.01
5704,1771,2024-03-09T00:17:23,completed,1319.73
5705,3819,2025-04-10T07:45:43,completed,706.58
5706,4716,2025-10-09T15:16:59,completed,138.53
5707,3996,2025-08-30T14:14:29,completed,251.18
5708,630,2025-10-14T01:46:07,completed,431.3
5709,2806,2025-08-31T13:42:24,completed,463.0
5710,391,2024-02-26T01:19:05,completed,390.33
5711,1053,2025-08-10T00:08:46,completed,35.26
5712,4701,2024-08-07T08:34:18,completed,641.06
5713,2452,2025-10-02T17:37:27,cancelled,63.76
5714,1302,2024-07-31T16:13:23,cancelled,489.5
5715,272,2024-01-20T22:39:49,completed,455.34
5716,4508,2024-05-07T23:42:03,cancelled,16.18
5717,3032,2023-12-02T11:42:55,completed,339.81
5718,2061,2024-08-05T19:15:00,cancelled,816.22
5719,410,2024-08-18T04:38:19,cancelled,617.71
5720,4,2024-12-05T09:36:07,completed,409.41
5721,807,2023-12-24T09:46:00,completed,401.0
5722,1872,2025-01-06T10:42:05,completed,61.63
5723,409,2024-05-04T16:25:32,completed,76.05
5724,2603,2025-04-03T03:39:11,completed,130.46
5725,768,2025-04-02T19:57:34,completed,451.3
5726,4688,2024-10-23T19:11:30,completed,124.12
5727,4129,2025-02-01T16:01:03,completed,844.19
5728,2567,2025-06-23T12:05:50,completed,194.18
5729,1603,2024-04-17T15:23:33,completed,1561.45
5730,345,2025-05-10T21:11:44,completed,281.78
5731,2414,2024-02-14T02:54:34,completed,205.77
5732,2087,2024-07-05T16:20:41,completed,230.0
5733,2382,2024-07-20T17:06:36,cancelled,370.95
5734,1593,2024-07-06T00:47:54,completed,756.98
5735,3719,2025-09-19T05:57:17,completed,159.43
5736,3137,2025-01-04T21:49:51,completed,1555.03
5737,930,2025-01-08T18:43:06,completed,865.29
5738,1930,2025-03-21T07:53:52,cancelled,290.71
5739,3930,2024-09-20T16:47:07,cancelled,778.67
5740,1965,2024-09-22T20:11:59,completed,452.24
5741,4963,2025-02-25T15:48:05,completed,456.84
5742,1515,2025-03-23T16:49:22,completed,85.46
5743,137,2025-06-06T20:50:38,completed,313.39
5744,472,2024-12-13T05:53:01,completed,134.37
5745,83,2024-03-19T01:35:32,completed,386.47
5746,3083,2024-12-20T04:49:04,completed,420.13
5747,3138,2025-09-18T15:24:47,completed,262.25
5748,3643,2025-05-17T09:08:38,completed,1363.26
5749,1929,2025-11-24T16:22:06,cancelled,370.84
5750,223,2024-05-18T15:51:45,completed,1460.44
5751,2984,2024-10-21T18:31:42,completed,158.47
5752,4872,2024-11-10T21:56:11,completed,400.28
5753,4501,2025-10-26T08:01:00,completed,71.66
5754,842,2025-04-06T04:25:42,completed,32.05
5755,2822,2025-08-01T20:42:06,completed,516.04
5756,1711,2024-11-04T17:54:51,completed,500.79
5757,449,2025-06-08T21:44:43,returned,667.14
5758,3534,2024-07-12T11:37:08,completed,305.59
